id,name,pos,team,img
tarikskubal-SP,Tarik Skubal,SP,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42409.png&w=96&h=70&cb=1
taylorrogers-RP,Taylor Rogers,RP,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33671.png&w=96&h=70&cb=1
taylorwalls-SS,Taylor Walls,SS,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40576.png&w=96&h=70&cb=1
taylorward-OF,Taylor Ward,OF,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34923.png&w=96&h=70&cb=1
teoscarhernandez-OF,Teoscar Hernandez,OF,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33377.png&w=96&h=70&cb=1
thairoestrada-2B,Thairo Estrada,2B,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36485.png&w=96&h=70&cb=1
timanderson-SS,Tim Anderson,SS,CHW,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33184.png&w=96&h=70&cb=1
tjfriedl-OF,TJ Friedl,OF,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36020.png&w=96&h=70&cb=1
tommyedman-2B,Tommy Edman,2B,STL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39907.png&w=96&h=70&cb=1
tommyhenry-SP,Tommy Henry,SP,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4423337.png&w=96&h=70&cb=1
tommykahnle-RP,Tommy Kahnle,RP,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31867.png&w=96&h=70&cb=1
tommypham-OF,Tommy Pham,OF,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31208.png&w=96&h=70&cb=1
tonygonsolin-SP,Tony Gonsolin,SP,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38958.png&w=96&h=70&cb=1
tonykemp-2B,Tony Kemp,2B,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34083.png&w=96&h=70&cb=1
travisdarnaud-C,Travis dArnaud,C,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29951.png&w=96&h=70&cb=1
traycethompson-OF,Trayce Thompson,OF,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30743.png&w=96&h=70&cb=1
treaturner-SS,Trea Turner,SS,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33710.png&w=96&h=70&cb=1
trentgrisham-OF,Trent Grisham,OF,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34995.png&w=96&h=70&cb=1
trevorlarnach-OF,Trevor Larnach,OF,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41205.png&w=96&h=70&cb=1
trevormay-RP,Trevor May,RP,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31263.png&w=96&h=70&cb=1
trevorrogers-SP,Trevor Rogers,SP,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39640.png&w=96&h=70&cb=1
trevorstephan-RP,Trevor Stephan,RP,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41003.png&w=96&h=70&cb=1
trevorstory-2B,Trevor Story,2B,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32150.png&w=96&h=70&cb=1
trevorwilliams-RP,Trevor Williams,RP,WSH,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33305.png&w=96&h=70&cb=1
treymancini-1B,Trey Mancini,1B,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33351.png&w=96&h=70&cb=1
tristoncasas-1B,Triston Casas,1B,BOS,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41180.png&w=96&h=70&cb=1
tristonmckenzie-SP,Triston McKenzie,SP,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34954.png&w=96&h=70&cb=1
tyfrance-1B,Ty France,1B,SEA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35591.png&w=96&h=70&cb=1
tyleranderson-SP,Tyler Anderson,SP,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32151.png&w=96&h=70&cb=1
tylerglasnow-SP,Tyler Glasnow,SP,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33190.png&w=96&h=70&cb=1
tylermahle-SP,Tyler Mahle,SP,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34973.png&w=96&h=70&cb=1
tyleroneill-OF,Tyler ONeill,OF,STL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34168.png&w=96&h=70&cb=1
tylerrogers-RP,Tyler Rogers,RP,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34026.png&w=96&h=70&cb=1
tylersoderstrom-1B,Tyler Soderstrom,1B,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4686066.png&w=96&h=70&cb=1
tylerstephenson-C,Tyler Stephenson,C,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34975.png&w=96&h=70&cb=1
tylerwells-SP,Tyler Wells,SP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4717904.png&w=96&h=70&cb=1
tylormegill-SP,Tylor Megill,SP,NYM,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/3332018.png&w=96&h=70&cb=1
vaughngrissom-2B,Vaughn Grissom,2B,ATL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42503.png&w=96&h=70&cb=1
vincevelasquez-RP,Vince Velasquez,RP,PIT,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31878.png&w=96&h=70&cb=1
vinniepasquantino-1B,Vinnie Pasquantino,1B,KC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4109109.png&w=96&h=70&cb=1
vladimirguerrerojr-1B,Vladimir Guerrero Jr,1B,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35002.png&w=96&h=70&cb=1
wademiley-SP,Wade Miley,SP,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31094.png&w=96&h=70&cb=1
walkerbuehler-SP,Walker Buehler,SP,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39251.png&w=96&h=70&cb=1
wanderfranco-SS,Wander Franco,SS,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40929.png&w=96&h=70&cb=1
wandyperalta-RP,Wandy Peralta,RP,NYY,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36036.png&w=96&h=70&cb=1
whitmerrifield-2B,Whit Merrifield,2B,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32422.png&w=96&h=70&cb=1
willbenson-OF,Will Benson,OF,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39216.png&w=96&h=70&cb=1
willbrennan-OF,Will Brennan,OF,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4088296.png&w=96&h=70&cb=1
williamcontreras-C,William Contreras,C,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39895.png&w=96&h=70&cb=1
willicastro-OF,Willi Castro,OF,MIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34230.png&w=96&h=70&cb=1
willsmith-C,Will Smith,C,LAD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38309.png&w=96&h=70&cb=1
willsmith-RP,Will Smith,RP,TEX,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31549.png&w=96&h=70&cb=1
willsoncontreras-C,Willson Contreras,C,STL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32532.png&w=96&h=70&cb=1
willyadames-SS,Willy Adames,SS,MIL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33675.png&w=96&h=70&cb=1
wilmerflores-2B,Wilmer Flores,2B,SF,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30627.png&w=96&h=70&cb=1
wilmyers-OF,Wil Myers,OF,CIN,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31265.png&w=96&h=70&cb=1
xanderbogaerts-SS,Xander Bogaerts,SS,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31606.png&w=96&h=70&cb=1
yainerdiaz-C,Yainer Diaz,C,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4781491.png&w=96&h=70&cb=1
yandydiaz-3B,Yandy Diaz,3B,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33481.png&w=96&h=70&cb=1
yangomes-C,Yan Gomes,C,CHC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32108.png&w=96&h=70&cb=1
yasmanigrandal-C,Yasmani Grandal,C,CHW,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30950.png&w=96&h=70&cb=1
yenniercano-RP,Yennier Cano,RP,BAL,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35536.png&w=96&h=70&cb=1
yimigarcia-RP,Yimi Garcia,RP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32888.png&w=96&h=70&cb=1
yoanmoncada-3B,Yoan Moncada,3B,CHW,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33984.png&w=96&h=70&cb=1
yonnychirinos-SP,Yonny Chirinos,SP,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39823.png&w=96&h=70&cb=1
yordanalvarez-OF,Yordan Alvarez,OF,HOU,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36018.png&w=96&h=70&cb=1
yudarvish-SP,Yu Darvish,SP,SD,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32055.png&w=96&h=70&cb=1
yuligurriel-1B,Yuli Gurriel,1B,MIA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36006.png&w=96&h=70&cb=1
yuseikikuchi-SP,Yusei Kikuchi,SP,TOR,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41415.png&w=96&h=70&cb=1
zacgallen-SP,Zac Gallen,SP,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39910.png&w=96&h=70&cb=1
zachdavies-SP,Zach Davies,SP,ARI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33829.png&w=96&h=70&cb=1
zacheflin-SP,Zach Eflin,SP,TB,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32804.png&w=96&h=70&cb=1
zachmckinstry-3B,Zach McKinstry,3B,DET,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38420.png&w=96&h=70&cb=1
zachneto-SS,Zach Neto,SS,LAA,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4666100.png&w=96&h=70&cb=1
zachplesac-SP,Zach Plesac,SP,CLE,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42169.png&w=96&h=70&cb=1
zackgelof-2B,Zack Gelof,2B,OAK,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4414531.png&w=96&h=70&cb=1
zackgreinke-SP,Zack Greinke,SP,KC,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5883.png&w=96&h=70&cb=1
zackwheeler-SP,Zack Wheeler,SP,PHI,https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31267.png&w=96&h=70&cb=1
